0	is wanting to go to the beach party todaaay
0	is wanting to know what else is there to do on twitter cause i be lost
0	is washing clothes. Boring
1	is wasting her sunday afternoon and enjoying every minute of it.  What's the point of wkends if u don't do something pointless. Chill!
0	is wasting time online when i should be sleeping as i have to work tomorrow...
1	is watchen season 1 of ugly betty again  love it!!!
0	is watchin a movie all by my lonesome
1	Is watchin colbert  I <3 Casey
0	is watchin cricket
1	is watchin family guyy n on diana-vickets.com!!
0	Is watchin jersey girl...first time watching it...bawlin my eyes out
1	Is watchin One Missed Call. Its really not that scary. I laugh at it every time.  lol!!
1	I'm an uncle again. Today baby danny was born!!
0	i'm angry - facebook - is being an arse and wont let me change my picture
0	Im angry! I wish my hair would grow faster but it doesnt
0	I'm angry, someone tried to fool me, and he did it, sometimes I'm so dumb 
0	im angry.  cant wait for things to go my way
0	im annoyd they hav blocked fmylife on the school computers
1	im annoyed at the daily amount of band friend requests i get on myspace. i dont wanna add you. stop it
0	I'm annoyed that Big Brother and The Apprentice final are both on at the same time.
0	I'm annoyed. Sleepy, hungry, gassy and I need something hot to drink. My throat is burning.... And I'm in brooklyn. Far from my bed... 
1	I'm anxious, and this weather makes me feel like I live in Forks, Washington   that combination screams nap time.  see ya.
1	I'm apologizing in advance for my annoyingnesss..  but it's only because I've loved miley for like 3years & have yet to see her in concert
0	I'm apparently not coping well with Emilys upcoming wedding and move...as evident by the random crying bout at church tonight.
1	I'm approaching 7000 dugg articles. Yowza. Did I mention I've had 6 front page submissions? That's more dates than I had last year. Hmm
0	im as bored as ever watching dark knight for the 5th time this week!!!!!
0	I'm as tired as a blitherin beast.
0	I'm ashamed of why didn't I choose to believe my friend.
1	I'm asking people on my XBL account to download and listen to episode 66 of Gamehounds, whoever doesn't respond gets the boot.. FYI!! 
0	I'm assuming "getting use 2 braces" means waiting for scar tissue to form around the inside of my lips and cheeks so I can sleep at night
0	I'm assuming hangovers have been dealt with and it's time for round two. . . May be time to venture into insipid indoors.
0	Im at  my buddys house!! We just ate some mystery noodles and now my tummy hurts
0	I'm at #reddot Community Day Madejski Stadium (techie track)  Content is good! The chairs, however, are not 
0	I'm at 32 weeks. Is that long enough? These babies are getting big and lumpy.
1	I'm at 4999 visitors on my blog and I have a new post...finally   http://irenerencsi.blogspot.com/
0	I'm at 80% of my data plan  I have 2 weeks till my reset - cyas on Monday from work #fb
1	I'm at a friends. I had a hella fun day at the Bass Pro Shop. It was amazing! There were hella hot guys there
0	I'm at a gas station and a van full of old people is broken down!  Poor old people!
0	im at a graduation party. this is the most boring party ive probably ever been to.  i am not a happy person.
0	Im at a point in life where everything seems unreachable and nothing seems worthwhile.
1	I'm at Andrea's home
1	I'm at Chuck-E-Cheese's with Max! He's having a blast playing the police racing game  http://twitpic.com/6epnu
0	I'm at church saying goodbye to Mr. Hoose
0	Im at church...yes im STILL at church. I want to go home.
1	i'm at college doing coursework even though im not suppose to be here. how good am i? haha having subway for lunch though!
0	in 20 minutes ill be seventeen. lovely.    i wanna be sixteen foreverrrr</3
0	In 22:15 minutes any illusions I've harbored about being young will be gone forever
1	in 24h i'm sitting on a plane, flying somewhere over germany on my way to the other side of the world. sounds like a plan to me. 
1	In 30 min. we'll be having a beer in Geneva
0	in 4 hours modelcasting... my internet doesn't work anymore in my room, so I can't tweet the whole time..makes me sad 
0	in 5 days it'll be 2 years since mcr's concert  <3
1	in 8th grade yearbook: for narnia movie release blurb, pic of aslan and my skandar! 
0	in 9 months, i wont be able to experience 100x of tickling  im guna miss that =((
0	In a  meeting that's going to last all day. Yipee
0	in a bad mood
0	In a bad mood, the mosaic competition didnt go so well.We need anum, BADLY  Hoping we go through to next round in London (yn)
1	In a better mood. Getting my phone replaced this week  looking to hopefully move out by summers end
0	in a bit of pickle here...unsure of what actions to take...crumble cakes.
1	In a bit twit
1	in a bold, yet essential move, I've just turned off alerts letting me know abt new followers. If you're new, please swing by & say hello! 
1	In a boring P.S.E lesson doing my CV, I dont have any Hobbies Lol, And I can't put 'twittering' down 
0	in a boringg holiday
0	in a cab to the hospital..had no ride there  better not be expensive!!
0	In a car with joe and Blake for theft few hours
0	In a cold datacentre.. With no windows, couldn't it have rained today 
0	In a crappy mood. My brother had to put my dog down. She had mouth/brain cancer and couldnt move. Trying to distract myself with work.
1	In a creative mood so shall spend the remainder of my time serving my inner nerd as much as possible with a good ol' write.
1	in a different state now  ...
1	In a Drill Sergeant's voice: everybody wake the fuck UP!!! *flicks on everyone's lights* it's 500 est rise and shine beetches!! Lol JK
0	In a few hours got to go to work ...nightshift  ..5 Nights ...ah well also this will pass
1	in a few minute the power has been stopped.
1	In a few minutes you can watch sum 41 - with me on gossip girl on pro7!  It's so amazing!
1	In a few minutes, "God's Army 3"...you can't play Gabriel better than Christopher Walken! 
0	in a fight with the bf  HELP!!
0	in a FML kinda mood...
1	In a fruity mood. I have strawberries and a orange
0	In a ghetto ohio hotel with my mom&lilsis, annoyed as fuq! Wishin i was at tays w/ everyone. I miss em! Kwow i need conversation. 
1	in a great mood
1	In a gud mood right now everything is going so perfect and at dell taco ! Wat could be betta!  lol
1	in a hallway in idk where but yea yay people i got ma first tattoo
1	In a happy mood  x
1	in a happy place
1	In a heartbeat
0	In a hospital, vomitted three times this morning. My stomach's empty as I haven't eaten all day.  Feel very weak right now.....
1	I'm at costco with the fam. Omg my dumb cousin keeps picking fights with me but i still love her
1	i'm at crystal's About to go fishing  but i barely have service for the next two days.
0	I'm at dinner. Was gonna see Star Trek on IMAX but it apparently is only showing Friday and Satuday.  Oh well. I might see it normal size
0	I'm at east shore hospital. doc just gave me 2 injections.    - http://tweet.sg
0	im at edgefest! ...in the cold and rain
1	I'm at Hershey Park FTW
1	i'm at home
1	I'm at home  so tired with the traffic jam.btw,mom dad take care there!
0	I'm at home all week due to twisting my knee at weekend. I can barely walk
0	I'm at home and I'm still working. And tomorrow, I will wake up to go to work, to work, and to look forward to going home--working still. 
0	I'm at home bored  why isn't there anything to do...
0	im at home doing an english paper
1	Im at home lol i just walked here
0	I'm at home now...away from the glorious internet.
0	I'm at home sick.  missing softball, the BEST sport in the entire world! Dangg.
1	I'm at home trying to write something but i got distracted.......
1	im at home watching lee evans  <3 17 days till the est time ever <3 loves him sooooooo much <3
0	Im at ichiban and not eating
1	I'm at IHOP in Washington  Service here is so much better than in New York.
0	I'm at ikea. It's very busy.
1	I'm at J Alexenaders....if they bring this restaurant to NY my life will be complete
1	I'm at Kenilworth Castle. Party time!
0	im at lifeguarding class forever and a day
0	I'm at lil cuz's graduation. There's 535 ppl graduating and her last name starts with W. Is anyone feeling my pain? LoL
1	I'm at lunch with my girlfriend. And my ex girlfriend. Is waterboarding an alternative option?  FML.
1	Im at mizu with my beautiful friends eating sushi! YUM
1	i'm at my aunt hse  the screen is ssoo BIG  cause he attach his computer with his tv .. how cool is that ?! =D
1	I'm at my friends cabin with
0	im at my grammys. really bored right now. i have to clean my room  ugh! and not to mention i have a party to plan. and have no help!
1	I'm at my new job at Nedbank in Sandton
1	I'm at my second ever football game. Its sunny and I'm getting a tan-loves it!  (oh, and I don't know how the football is - I don't get it
0	I'm at My Sister Graduation. I am hungry. This is so boring
1	im at nathans house, gunna go play some WoW and COD4 and Killing Floor!! 
0	I'm at page 80/400 pages of my text. How much am I supposed to memorize?! My brain can't take it! I'm not a prc!
1	I'm at Penang now!  Had char kuey teow and chendol!
1	Im at pizza hut  and its kinda awkward cuz we r the only ones in here
1	I'm at play dance bar for college night. He you're still up and close to nashville you should come out and party.
1	I'm at Safeco Field and it's still sunny in Seattle.  and I just spilled my vino everywhere.  http://whrrl.com/e/fkr3Q
0	im at school *great* and i have a teacher2 spots away from me and i dont know if im allowed on twitter this sucks especially the teachers
0	In a hurry to get out Iran news, I was 'used' and posted a tweet last night that eventuated at a site that was horrible porn 
0	In a local pub, watching a local group - the savages 
0	In a long line at the BMV. Left my DS in the car. And there's  no A/C.
0	In a lot of pain  Very tired. x
0	In a lot of pain from walking around for hours and hours. Every part of my body hurts. Stupid hills.
0	In a lot of pain now. UHH I want these tree weeks to go by fast! This Sucks. Looks like no NY for me.
0	In a lot of pain. Can't get comfy.
0	In a lot of pain...  x
0	In a loud pub on me phonee  Its hell here!
0	In a materials lecture, it is dull. The lecturer was doing so well this course. 
0	In a matter of 2 days I find out that 2 of my friends have cancer.  They both should hopefully be okay...never something easy to deal with
0	in a matter of hours i will be on a plane ... missing my wife and kids ... it is hitting me that i am leaving them behind
0	In a meeting until 5pm  wondering when I'm meant to fit in my day job!
0	In a meeting with and who's iPhone is picking up 3g but mine not
0	In a meeting.  I wanna go hoooooome
0	In a meeting...
0	In a mess, I now how 2 get copy of files from server using SVN but wht abt CVS?  Installed CVS on Ubuntu, but still 2 learn how 2 use it 
1	In a min im going to update my site
1	in a msn call  with amiwis  julio
1	In a non-violent manner of course.  My dad could've solved this days ago since we have the artillery to do so.
1	In a notch on the belt today...  something must be happening.
0	In a NUMB state of mind. I feel nothing.  Lord, please bring me happiness once again.
1	In a part of Queens gettin my lappy fixed chillin with
1	in a perfect world all the geeks get the girls
0	In a period of exams days are for study and nights for study and sleep... no funny time...
1	In a philosophical mood tonight, wandering round after dark does that for me 
1	In a pretty good mood
0	In a random ottawa hospital. With wires and needles in my arm.  scared.
1	in a raving mood.
0	In A Reaaly Shite Mood  Ben Through A Lighter At Me..Kinda Cheered Me Up :L Went Out Wid Emily And That Cheered Me Up, But Still Ina Mood!
1	in a really good mood
1	In a really Good mood for absolutely no reason  tee her
1	in a recording studio in North Hollywood. Just finished recording a sample
0	in a shitty mood and cant concentrate on what im suppose to be doing grrr
1	In a song by the heart... worshiping to God with my life
0	In a subway... At penn station... But no sandwiches
0	In a super crappy mood now
1	In a tiny town called Nucla, CO. No stop lights, tons of farm land. Real quiet and peaceful 
1	In a tree. Life's good up here
1	in a very gooooood mood .. ????????
0	In a very shitty mood .. cuz i slept this afternoon .. I HATE THIS! fought with my 2 little brothers .. everything hurts
1	In a wee cafe with  i like mornings like this
1	I'm at School even though i've left helping my best friend sophie
0	Im at school in a horrible mood, fuck school 
0	I'm at school tooo early!!!
0	I'm at school!  francisco, Jomar, And Trystin are all like "Jason"  eeeeeewwww!!!
1	I'm at the AIDS walk. Thanks everyone who contributed.
0	I'm at the anime store iat rivercenter going crazy at all the Pokemon stuff. I wish I had money
0	I'm at the bike stop and this man was eatin him out. Seriously. His armpit
0	I'm at the Blue Violet. I wish I still had a band
0	im at the court house with my brother then im going to work
0	I'm at the dentist, and I'm not really looking forward it. 
0	im at the doctors office, my mom forgot the immunization papers 
1	I'm at the FLorida Marlins game and due to rain delays I've discovered many bars!
0	I'm at the library with Danyel and Felipe.... no church tonight  Alli is sick FeEl BetTeR!
0	I'm at the mall in pj's and I keep bumping into people I know  super fail!
1	Im at the mall with joseph and mate
0	I'm at the oral surgeon's office  wisdom teeth evaluation. Boo.
0	Im at the Ropes potluck! Boy I hate double dippers
0	I'm at the vet with my chandra.  Bless her heart her tummy is bloated.
1	I'm at Tournament Players Club in Valencia grabbing some brunch with the parenal units.  http://whrrl.com/e/fkgZH
0	I'm at ToyRUs just riding this bike around for fun (test ridin tracys gift ) and some jerk just laughd and asked how old I was
0	I'm At Work ,Borring 
1	i'm at work and bored, can't wait till tonight! 
0	I'm at work and bummed...Talk to me...Im Lonely
0	I'm at work and can't watch Jon and Kate plus eight  Isn't it on at 7central? I think it is...
1	Im at work and hating it     its gonna be a good day
0	I'm at work and I feel gross
0	i'm at work and just can't be bothered at all
0	im at work at the moment
0	Im at work at this time. I don't get off until 7am. Wow! Im so very sleepy.
0	Im At Work Being Pissed At A Coworker!I Want To Punch Him In The Face But I Like My Job So Thats Out
0	im at work BORED
0	i'm at work but i still think i'm dying
0	I'm at work but it doesn't start until 11, so now I'm an hour early and drenched. 
0	i'm at work but there is nothing to do. awe so boored!
0	Im at work i wish i was at e3
0	I'm at work now... so early for me lol  oh well I have 2 be here!
0	I'm at work once again, probably going to hang blood on one of my patients not doing well 
0	i'm at work right now
0	I'm at work right now... afer a day off this is not where I want to be
0	I'm at work while I have a lil hangover
0	I'm at work!!!! Ugghhhhh someone save me now
0	I'm at work, and I'm sick.. And its helluva lot todo. This blows. 
0	im at work, bored 
0	I'm at work. I really need to focus. Bye bye Twitter!
0	im at work. i wasnt even suppose to be here
0	I'm at work. in the security truck right now. would rather be in bed
1	in about 2 hours and 20 minutes 's cd comes out!
1	In about 2 hours from now i will find out how good the STAR TREK Film from J.J. really is. A Ticket costs 9 Euro and i hope its worth it
0	in about half a hour i'm going to my english lesson...guess i'll have to wait...and wait for a couple hours so i'm over with it.(( :S   ))
0	In absolute agony with my back after playing golf last night. NOT good for my run on Monday - can't walk without sciatic nerve pains
1	In Abu Dhabi presenting to HH's secratery..  OneNote rocks http://mypict.me/2Tlu
1	In addition I still say we should have settled this over Halo 3
0	In akron not bored but wishing I was in VA celebrating my homeboy's bday with him
0	In alanta three hour lay over
1	in Alaska with Tanya,Alice and family 
0	In aldis - casual much?! Daddy wont buy me the sims 3  dont worry im brilliant at persuasion :p x x x
0	In aldis - casual much?! Daddy wont buy me the sims 3  dont worry im brilliant at persuasion :p x x x LOL http://tinyurl.com/n3p6q9
1	in Alexandria playing Monopoly with my 10-14 age group friends
1	in Alexandriaaa. Having the time of my lifeee! I love Shmeredith!
1	In all probability, the hot n crispy chicken wud end up in my stomach as lunch 
0	in all the ipl matches yest and today, my bet was against the team that lost...   DC and RR yest, RCB today and it continues with KKR #ipl
0	in ambulance post operation. lung should be ok now. no school though
1	In amys  Ive just painted a masterpiece! Hahahaha
1	In an empty house in College Park drinking wine with my dog  http://is.gd/QB83
0	in an hour and 20 min.s i have been 30 miles
1	in an hour or minutes or so, i'll be playing SIMS 
0	in an hr, maymester will be all over. but I have to make it through this final first 
1	In an internet kiosk in Delhi.Skiing at Rohtang pass was fabulous yesterday! Six more hours out here and back to Mundane life in hyd  !
0	in and ready for work! what to do? oh...corrections on fridays work...
0	In another German lesson, waaaaaaah   Somerset athletics trials sooon :O Got a banana to keep me going!
0	in another hotel  ... i miss my bad. night.
1	In any case, I'm awesome. 
0	In AP bio for the last time  I will miss u!! LAST DAY OF SCHOOL!!!!!!! Oh yeah beast!!!!!!!!!!!
1	In apple store with Amanda, Bethany & Grant  Going to Frasers. Made a Youtube video but grant FUCKED IT UP.
1	In Arcadia for dinner with Chris...good thing cause I'm hungry
1	In Arch. Drawing. Checking out MVCC's CAD degree. Looks good to me
0	In art ....  enough said
1	In art 0_o Dropping it asap
1	in art class
0	In art class  therefore wasting Qr1 lol. I hate feltips on acrylic - they take ages to dry
1	In art class, helping mckenna scoop massive amounts of paint  And now we can leave!
1	In Aruba enjoying the nice weather
1	IN ARUBA UNTIL JUNE 6TH!!!
1	In ATL airport and just met four people I'll be working with this summer
1	in atlantic city.
0	Is watchin psych and pondering how two collies and a lurcher have made so much mess in the time it took me to go to the supermarket
1	is watchin Taylor Swift-The Fearless Tour on NBC!!!!!!!!!!!!!!!!!!
0	Is watchin the celtics game .. And then back to studyinn for Finals all week
0	is watchin The Crow on MTV...kinda stupid. leavin the beach in the morning
1	is watchin the lottery lol
1	Is watching "Big Fish"
1	Is watching "He's just not that into you",,,seems interesting so far! 
0	is watching "I am Sam" and it is heartbreaking
1	Is watching "Up" in digital 3D in an hour. Can't wait
1	is watching in episode 13 of 90210
1	is watching dancing around madly at the Leith FM studio!  http://bit.ly/8xXau
0	Is watching conrad : THE HILLS old espisod
0	is watching 1 litre of tears. saddd.
1	--is watching 106 & park * chillin with momz // heat finna kill me .
1	is watching 17 again in the cinema today  I'm so excited *.*
1	is watching 17 again tomorrooowww
1	is watching 2 faces of my Girlfriend  http://plurk.com/p/11d1x8
1	is watching 2 fast 2 furious ahh! paul walker
0	is watching 90210, grr i wish i lived in L.A 
1	Is watching A bit of Fry and Laurie ... nothing better to make the work day pass faster
0	is watching a documentary bout th most hated family in th USA, Louis Theroux...Jesus is all about love, people like this r not frm God 
1	is watching a movie
0	is watching a movie about Shangri-la now, and misses the place. Sky so near, you can almost touch the clouds. 
1	is watching a movie called "Contact" ,,, and making my dinner 
1	is watching a movie with jamie & sam!
0	Is watching a wall come down and protecting a bad back from the rigeurs of another daily grind
1	Is watching a zombie movie with paul, her random late night visitor. 
1	is watching Accepted! quite a funny film!
0	Is watching acoustic performances! & In the mood for a good "FRIENDS" episode! I miss that show
1	is watching airplane!
1	Is watching angela do her wedding give aways
1	is watching angels and demons  <3 for free at http://FreeTheaters.com.
1	is watching angels and demons  <3 for free at http://FreeTheaters.com...
1	is watching anime  while vending.  Yay, anime! http://plurk.com/p/110w0j
1	is watching avenel day
1	is watching balamory, and still waiting for ness to find me on twitter 
1	is watching banana split!  http://plurk.com/p/ywa4k
0	is watching bb live
1	is watching Beetle Juice!
0	is watching beetlejuice aaaaaa. and cannot stop sneezing
1	is watching Better Off Ted s1e2  http://plurk.com/p/rdb3k
0	is watching big brothes big quiz    ,       rather tiredd    , but downloading a dvd so have to wait till finished till i can go to bed 
1	Is watching Bob l'Eponge!
